Concatenate,thermo_label,thermo_confidence,color_label,color_confidence,model_time,remarks,count,result,wrong_color,wrong_sun.shade,non_detected,correct,wrong_both,FP,FN,HARD_TO_DETECT,HARD_TO_DETERMINE_SHADE,HARD_TO_DETERMINE_COLOR,true_negative
Y3E IMAG0670,Shade,99.83736277,Blue,59.63972211,15:50:58,,2,FP,0,0,0,0,0,1,0,0,0,0,0
Y3E IMAG0670,Sun,99.87640381,White,99.99268055,15:50:58,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0671,Sun,99.9301672,White,99.981004,15:50:58,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0672,Sun,99.79666471,White,99.9735415,15:58:20,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0673,Sun,97.22200036,White,99.99389648,15:58:20,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0674,Sun,99.85847473,White,99.98975992,15:58:20,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0675,Shade,96.32284045,White,96.12857103,15:59:10,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0676,Shade,99.89920259,White,90.67451954,15:59:12,HARD_TO_DETERMINE_SHADE,1,V,0,0,0,1,0,0,0,0,1,0,0
Y3E IMAG0677,Shade,99.52452779,Blue,79.7922194,15:59:12,,2,FP,0,0,0,0,0,1,0,0,0,0,0
Y3E IMAG0677,Shade,96.94122076,Blue,80.80036044,15:59:12,HARD_TO_DETERMINE_SHADE,2,XC,1,0,0,0,0,0,0,0,1,0,0
Y3E IMAG0678,Sun,97.69775867,White,99.95505214,15:59:48,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0679,Sun,99.66248274,White,99.96097684,15:59:48,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0680,Sun,99.91372824,White,99.97983575,15:59:48,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0681,Shade,98.65668416,White,99.02495742,16:09:26,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0682,Shade,96.47483826,White,98.10795784,16:09:26,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0683,Shade,93.80515814,White,99.78218079,16:09:28,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0687,Shade,99.30728078,White,99.85774755,16:30:44,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0688,Shade,99.92502332,White,99.99822378,16:30:46,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0777,Sun,98.68189096,White,99.67241883,8:29:24,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0777,Sun,99.9773562,Blue,99.95698333,8:29:24,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0778,Sun,99.97722507,White,99.67915416,8:29:26,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0779,Sun,99.99837875,White,98.92935753,8:29:26,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0780,negative,78.01316381,Red,66.23647809,8:31:26,,2,TN,0,0,0,0,0,0,0,0,0,0,1
Y3E IMAG0780,Sun,99.99902248,Blue,99.99947548,8:31:26,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0781,Sun,99.99791384,Blue,99.89043474,8:31:28,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0782,Sun,99.99809265,Blue,99.98301268,8:31:28,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0783,Sun,99.99923706,Blue,99.77517724,8:41:34,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0784,Sun,99.99798536,Blue,99.65578914,8:41:34,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0785,Sun,99.99121428,Blue,99.83484745,8:41:34,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0786,Shade,99.9096632,Blue,99.97929931,8:42:56,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0786,Sun,76.68184638,White,52.40478516,8:42:56,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0787,Shade,99.94621873,Blue,99.97255206,8:42:56,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0787,Sun,95.27988434,Blue,59.3972981,8:42:56,,2,XC,1,0,0,0,0,0,0,0,0,0,0
Y3E IMAG0788,Shade,99.96142387,Blue,99.90721941,8:42:58,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0788,Sun,94.6267128,White,89.2127037,8:42:58,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0789,Sun,94.31391954,Blue,99.99871254,8:44:46,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0789,Sun,82.52174258,Blue,93.29858422,8:44:46,TAIL_ONLY,2,XC,1,0,0,0,0,0,0,1,0,1,0
Y3E IMAG0795,Sun,99.05001521,White,72.46005535,9:08:32,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0796,Sun,98.92001152,White,78.07903886,9:08:32,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0797,Sun,98.10051918,White,90.93676209,9:08:34,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0802,Shade,99.98139739,White,95.89076042,9:14:48,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0803,Sun,99.89694357,White,86.38656735,9:14:48,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0804,Sun,94.84194517,White,77.43344307,9:24:46,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0805,Sun,98.71088266,White,94.21359301,9:24:46,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0806,Sun,97.17209935,White,99.75554347,9:24:48,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0807,Sun,99.88039732,Blue,99.99802113,9:27:28,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0808,Sun,98.5966146,Blue,99.97124076,9:27:30,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0809,Sun,99.47572947,Blue,99.17052984,9:27:30,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0813,Sun,99.37307835,Blue,60.57755947,9:31:28,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0814,Sun,99.8319447,Blue,97.06059098,9:31:30,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0814,Sun,96.43490314,White,99.99672174,9:31:30,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0815,Sun,99.99057055,Blue,99.99792576,9:31:30,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0815,Sun,84.31770802,White,99.99624491,9:31:30,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0831,Sun,99.99656677,White,84.60785151,9:45:42,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0831,Sun,84.44048166,Blue,99.88548756,9:45:42,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0832,Sun,99.99738932,White,99.11275506,9:45:42,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0832,Sun,75.70559382,Blue,99.80099797,9:45:42,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0833,Sun,99.99319315,White,98.06275964,9:45:44,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0833,Shade,66.18999243,Blue,98.3972311,9:45:44,,2,XS,0,1,0,0,0,0,0,0,0,0,0
Y3E IMAG0834,Sun,99.99395609,White,88.13347816,9:46:26,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0835,Sun,99.99462366,White,88.93379569,9:46:28,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0836,Sun,99.98745918,White,98.178792,9:46:28,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0837,Sun,99.99759197,White,78.14394832,9:47:46,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0838,Sun,99.99831915,White,73.82282615,9:47:48,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0839,Sun,99.99576807,White,82.65796304,9:47:48,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0840,Sun,81.02450371,negative,36.30622923,9:49:06,,2,FP,0,0,0,0,0,1,0,0,0,0,0
Y3E IMAG0840,Shade,68.01312566,White,99.75337982,9:49:06,,2,XS,0,1,0,0,0,0,0,0,0,0,0
Y3E IMAG0841,Sun,76.95279717,White,99.99377728,9:49:06,,2,FP,0,0,0,0,0,1,0,0,0,0,0
Y3E IMAG0841,Shade,72.58034348,White,99.4815886,9:49:06,,2,XS,0,1,0,0,0,0,0,0,0,0,0
Y3E IMAG0842,Shade,86.22324467,White,99.71655011,9:49:08,,1,XS,0,1,0,0,0,0,0,0,0,0,0
Y3E IMAG0843,Shade,80.80966473,White,99.25634265,9:49:50,,1,XS,0,1,0,0,0,0,0,0,0,0,0
Y3E IMAG0844,Shade,88.75075579,White,99.21830297,9:49:50,,1,XS,0,1,0,0,0,0,0,0,0,0,0
Y3E IMAG0845,Shade,78.1463623,White,99.72242117,9:49:50,,1,XS,0,1,0,0,0,0,0,0,0,0,0
Y3E IMAG0849,Sun,80.05017042,Blue,99.07735586,9:55:54,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0850,Sun,78.52927446,Blue,96.20984793,9:55:54,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0851,Shade,65.54875374,Blue,99.38899279,9:55:56,,1,XS,0,1,0,0,0,0,0,0,0,0,0
Y3E IMAG0852,Shade,86.07773781,Blue,63.80732656,9:57:56,,2,FP,0,0,0,0,0,1,0,0,0,0,0
Y3E IMAG0852,Sun,88.60800266,Blue,88.1613791,9:57:56,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0853,Sun,82.66060352,negative,36.0714525,9:57:56,,1,XC,1,0,0,0,0,0,0,0,0,0,0
Y3E IMAG0854,Shade,92.12737083,Blue,96.56795263,9:57:58,,2,FP,0,0,0,0,0,1,0,0,0,0,0
Y3E IMAG0854,Sun,81.87428117,Blue,68.41337085,9:57:58,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0855,Sun,88.83661628,Blue,96.54896855,9:58:44,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0856,Sun,90.88283181,Blue,99.03839827,9:58:44,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0857,Sun,87.58966923,Blue,91.32642746,9:58:44,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0860,Shade,93.4472084,Blue,99.73803163,9:59:32,,1,FP,0,0,0,0,0,1,0,0,0,0,0
Y3E IMAG0866,negative,80.82109094,White,98.12393188,10:01:02,,1,TN,0,0,0,0,0,0,0,0,0,0,1
Y3E IMAG0867,Sun,98.07540178,Blue,99.99690056,10:01:46,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0868,Sun,82.97738433,Blue,99.99915361,10:01:46,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0869,Sun,98.53437543,Blue,99.99160767,10:01:48,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0870,Sun,99.9142766,Blue,99.994874,10:04:14,,2,FP,0,0,0,0,0,1,0,0,0,0,0
Y3E IMAG0870,Sun,82.25261569,Blue,96.41180634,10:04:14,HARD_TO_DETERMINE_SHADE,2,V,0,0,0,1,0,0,0,0,1,0,0
Y3E IMAG0871,Sun,88.89718056,Blue,97.35046625,10:04:14,HARD_TO_DETERMINE_SHADE,1,V,0,0,0,1,0,0,0,0,1,0,0
Y3E IMAG0872,Sun,99.83543158,Blue,99.97704625,10:04:16,,2,FP,0,0,0,0,0,1,0,0,0,0,0
Y3E IMAG0872,Sun,80.61028123,Blue,97.54847288,10:04:16,HARD_TO_DETERMINE_SHADE,2,V,0,0,0,1,0,0,0,0,1,0,0
Y3E IMAG0873,Shade,53.46745849,Blue,98.3282268,10:06:58,,1,XS,0,1,0,0,0,0,0,0,0,0,0
Y3E IMAG0874,Sun,91.14769101,Blue,83.99991393,10:06:58,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0875,Shade,59.8595798,Blue,64.35252428,10:06:58,,1,XS,0,1,0,0,0,0,0,0,0,0,0
Y3E IMAG0876,Sun,89.10052776,Blue,88.07436824,10:07:56,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0877,Sun,91.57531261,Blue,90.81479311,10:07:58,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0878,Sun,90.85180759,Blue,95.79214454,10:07:58,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0879,Sun,99.97721314,White,87.50268221,10:08:52,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0880,Sun,99.97447133,White,94.59723234,10:08:54,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0881,Sun,99.99102354,White,82.01224804,10:08:54,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0882,Sun,99.99476671,White,99.93730187,10:09:54,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0883,Sun,99.98757839,White,99.95517135,10:09:56,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0884,Sun,99.97448325,White,99.87730384,10:09:56,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0885,Sun,99.98472929,White,99.78483915,10:10:48,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0886,Sun,99.99397993,White,99.91449118,10:10:48,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0887,Sun,99.99111891,White,99.92333651,10:10:48,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0888,Sun,99.99922514,White,99.49333072,10:11:32,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0889,Sun,99.99368191,White,99.96051192,10:11:32,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0890,Sun,99.99756813,White,99.08847213,10:11:32,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0891,Sun,99.98986721,White,89.77509141,10:12:20,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0892,Sun,99.99358654,White,99.47652817,10:12:22,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0893,Sun,99.98494387,White,98.84482026,10:12:22,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0894,Shade,70.06420493,Blue,99.98824596,10:14:16,HARD_TO_DETERMINE_SHADE,2,V,0,0,0,1,0,0,0,0,1,0,0
Y3E IMAG0894,Sun,99.99963045,White,94.74394321,10:14:16,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0895,Sun,54.99163866,Blue,99.99907017,10:14:16,HARD_TO_DETERMINE_SHADE,2,XS,0,1,0,0,0,0,0,0,1,0,0
Y3E IMAG0895,Sun,99.99895096,White,98.11845422,10:14:16,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0896,Shade,59.20978189,Blue,99.99010563,10:14:18,HARD_TO_DETERMINE_SHADE,2,V,0,0,0,1,0,0,0,0,1,0,0
Y3E IMAG0896,Sun,99.99982119,White,99.93427396,10:14:18,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0897,Shade,99.75633621,Blue,98.87176752,10:15:12,HARD_TO_DETERMINE_SHADE,2,V,0,0,0,1,0,0,0,0,1,0,0
Y3E IMAG0897,Sun,99.99960661,White,99.22169447,10:15:12,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0898,Shade,99.89895225,Blue,93.91833544,10:15:12,HARD_TO_DETERMINE_SHADE,2,V,0,0,0,1,0,0,0,0,1,0,0
Y3E IMAG0898,Sun,99.99967813,White,97.91958332,10:15:12,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0899,Shade,99.91717339,Blue,99.0799129,10:15:14,HARD_TO_DETERMINE_SHADE,2,V,0,0,0,1,0,0,0,0,1,0,0
Y3E IMAG0899,Sun,99.99923706,White,96.17404342,10:15:14,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0900,Sun,99.99985695,White,98.51336479,10:15:50,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0901,Sun,99.99910593,White,97.17673659,10:15:50,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0902,Sun,99.99969006,White,89.07274008,10:15:52,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0903,Sun,96.2849319,Blue,99.16321635,10:17:24,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0904,Sun,97.71854877,Blue,98.42979908,10:17:26,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0905,Sun,97.76036739,Blue,80.53719997,10:17:26,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0906,Sun,87.9359901,Blue,99.97441173,10:18:26,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0906,Sun,99.91586208,White,98.46050739,10:18:26,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0907,Sun,92.39956141,Blue,99.83661771,10:18:26,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0907,Sun,99.90720749,White,99.4720459,10:18:26,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0908,Sun,94.49977279,Blue,99.94334579,10:18:26,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0908,Sun,99.93293285,White,99.96108413,10:18:26,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0915,Sun,99.80196953,White,99.41610694,10:25:10,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0916,Sun,99.98800755,White,98.7239778,10:25:12,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0917,Sun,99.90195036,White,99.95673299,10:25:12,,2,FP,0,0,0,0,0,1,0,0,0,0,0
Y3E IMAG0917,Sun,99.98699427,White,97.52722383,10:25:12,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0918,Sun,99.99357462,White,99.91663694,10:25:48,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0919,Sun,99.97281432,White,99.98679161,10:25:50,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0920,Sun,99.95591044,White,99.86835122,10:25:50,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0924,Sun,99.99881983,White,88.7612164,10:27:30,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0925,Sun,99.69385862,White,99.98204112,10:27:30,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0926,Sun,98.19296002,White,99.97816682,10:27:32,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0933,Shade,99.52062964,White,51.51552558,10:31:48,HARD_TO_DETERMINE_SHADE,1,"XC,XS",1,1,0,0,1,0,0,0,1,0,0
Y3E IMAG0934,Shade,99.60901141,White,74.0545392,10:31:50,HARD_TO_DETERMINE_SHADE,1,"XC,XS",1,1,0,0,1,0,0,0,1,0,0
Y3E IMAG0935,Shade,98.82166982,White,90.11674523,10:31:50,HARD_TO_DETERMINE_SHADE,1,"XC,XS",1,1,0,0,1,0,0,0,1,0,0
Y3E IMAG0936,Sun,57.83880353,Blue,94.33546662,10:32:46,HARD_TO_DETERMINE_SHADE,1,XS,0,1,0,0,0,0,0,0,1,0,0
Y3E IMAG0937,Shade,63.28894496,Blue,94.49000359,10:32:48,HARD_TO_DETERMINE_SHADE,1,XS,0,1,0,0,0,0,0,0,1,0,0
Y3E IMAG0938,Shade,65.24636745,Blue,93.98758411,10:32:48,HARD_TO_DETERMINE_SHADE,1,XS,0,1,0,0,0,0,0,0,1,0,0
Y3E IMAG0939,Shade,91.68780446,Blue,98.14547896,10:34:16,HARD_TO_DETERMINE_SHADE,1,XS,0,1,0,0,0,0,0,0,1,0,0
Y3E IMAG0940,Shade,99.24870729,Blue,86.88485026,10:34:16,HARD_TO_DETERMINE_SHADE,1,XS,0,1,0,0,0,0,0,0,1,0,0
Y3E IMAG0941,Shade,93.5092032,Blue,96.51685357,10:34:18,HARD_TO_DETERMINE_SHADE,1,XS,0,1,0,0,0,0,0,0,1,0,0
Y3E IMAG0942,Sun,51.75528526,Blue,99.01931286,10:35:02,HARD_TO_DETERMINE_SHADE,1,XS,0,1,0,0,0,0,0,0,1,0,0
Y3E IMAG0943,Shade,84.22676921,Blue,98.64888787,10:35:04,HARD_TO_DETERMINE_SHADE,1,XS,0,1,0,0,0,0,0,0,1,0,0
Y3E IMAG0944,Shade,91.94718003,Blue,56.45447969,10:35:04,HARD_TO_DETERMINE_SHADE,1,XS,0,1,0,0,0,0,0,0,1,0,0
Y3E IMAG0945,Shade,81.78049326,Blue,98.53271246,10:36:52,HARD_TO_DETERMINE_SHADE,2,XS,0,1,0,0,0,0,0,0,1,0,0
Y3E IMAG0945,Sun,99.99929667,White,99.79578257,10:36:52,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0946,Shade,90.16097784,Blue,99.54432249,10:36:52,HARD_TO_DETERMINE_SHADE,2,XS,0,1,0,0,0,0,0,0,1,0,0
Y3E IMAG0946,Sun,99.99703169,White,99.93789196,10:36:52,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0947,Shade,85.70039272,Blue,99.99153614,10:36:52,HARD_TO_DETERMINE_SHADE,2,XS,0,1,0,0,0,0,0,0,1,0,0
Y3E IMAG0947,Sun,99.99861717,White,99.15755391,10:36:52,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0948,Sun,99.99449253,White,99.96551275,10:37:38,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0949,Sun,99.99661446,White,99.96650219,10:37:38,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0950,Sun,99.9841094,White,99.9838233,10:37:40,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0951,Sun,95.37314773,Blue,98.75490665,10:38:50,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0951,Sun,99.06163812,White,99.87983704,10:38:50,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0952,Sun,97.01883197,Blue,99.80459213,10:38:50,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0952,Sun,97.07730412,White,99.97996688,10:38:50,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0953,Sun,94.85612512,Blue,99.66890216,10:38:52,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0953,Sun,98.48008156,White,99.9673605,10:38:52,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0954,Sun,95.00703216,Blue,99.83646274,10:40:08,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0954,Sun,96.64416313,White,99.93709922,10:40:08,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0955,Sun,99.15918112,Blue,99.25444126,10:40:10,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0955,Sun,84.64695215,White,98.32236767,10:40:10,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0956,Sun,53.46659422,White,94.85655427,10:40:10,,3,FP,0,0,0,0,0,1,0,0,0,0,0
Y3E IMAG0956,Sun,98.55315685,Blue,97.57274389,10:40:10,,3,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0956,Sun,89.81376886,White,99.9052465,10:40:10,,3,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0957,Sun,99.16709661,White,99.97927547,10:41:18,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0957,Sun,99.98326302,Blue,99.99475479,10:41:18,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0958,Sun,96.19607925,White,99.98756647,10:41:20,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0958,Sun,99.98036027,Blue,97.41255045,10:41:20,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0959,Sun,99.9984026,Blue,99.99990463,10:41:20,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0959,Sun,98.73986244,White,99.9912262,10:41:20,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0960,Sun,77.98964381,Blue,97.67025113,10:42:10,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0961,Sun,70.06501555,Blue,98.65046144,10:42:12,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0962,Sun,98.42603803,Blue,96.86923027,10:42:12,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0963,Shade,98.95305634,White,97.64368534,10:43:56,,2,"XC,XS",1,1,0,0,1,0,0,0,0,0,0
Y3E IMAG0963,Sun,99.99421835,White,99.98459816,10:43:56,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0964,Shade,98.15664291,White,81.13583326,10:43:58,,2,"XC,XS",1,1,0,0,1,0,0,0,0,0,0
Y3E IMAG0964,Sun,99.75690246,White,99.97194409,10:43:58,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0965,Shade,97.44580984,White,49.06714857,10:43:58,,2,"XC,XS",1,1,0,0,1,0,0,0,0,0,0
Y3E IMAG0965,Sun,99.95286465,White,99.97355342,10:43:58,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0966,Sun,99.77648258,White,99.97443557,10:45:24,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0967,Sun,99.82841611,White,99.91974235,10:45:26,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0968,Sun,99.72317815,White,99.97447133,10:45:26,,1,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0969,Sun,69.97068524,White,99.28319454,10:46:12,,2,FP,0,0,0,0,0,1,0,0,0,0,0
Y3E IMAG0969,Sun,99.88453388,White,99.98580217,10:46:12,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0970,Sun,99.83129501,White,99.8901248,10:46:12,,3,FP,0,0,0,0,0,1,0,0,0,0,0
Y3E IMAG0970,Sun,62.12056875,White,56.20272756,10:46:12,,3,FP,0,0,0,0,0,1,0,0,0,0,0
Y3E IMAG0970,Sun,99.92349148,White,99.97660518,10:46:12,,3,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0971,Sun,94.89491582,White,99.59033132,10:46:14,,2,FP,0,0,0,0,0,1,0,0,0,0,0
Y3E IMAG0971,Sun,99.92474318,White,99.89644289,10:46:14,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0972,Sun,58.27102065,Blue,99.98773336,10:48:30,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0972,Sun,99.99855757,White,97.57819176,10:48:30,,2,V,0,0,0,1,0,0,0,0,0,0,0
Y3E IMAG0973,Sun,94.65501904,Blue,99.98954535,10:48:30,,2,V,0,0,0,1,0,0,0,0,0,0,0
